data_ocorrencia,hora_ocorrencia,regiao_administrativa,tipo_crime,descricao_crime,sexo_vitima,idade_vitima,arma_utilizada,status
2023-01-08,14:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,53,Não,registrado
2023-01-03,15:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,26,Não,arquivado
2023-01-12,06:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,42,Não,em investigação
2023-01-24,09:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,42,Não,em investigação
2023-01-03,15:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,47,Não,registrado
2023-01-16,10:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,59,Não,registrado
2023-01-26,14:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,26,Não,registrado
2023-01-29,03:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,38,Não,arquivado
2023-01-26,07:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,39,Não,registrado
2023-01-04,05:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,37,Não,arquivado
2023-01-12,08:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,37,Não,em investigação
2023-01-04,10:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,35,Não,registrado
2023-01-12,02:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,41,Não,arquivado
2023-01-13,23:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,52,Não,em investigação
2023-01-16,22:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,48,Não,registrado
2023-01-15,12:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,49,Não,em investigação
2023-01-19,19:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,40,Não,em investigação
2023-01-03,08:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,60,Não,arquivado
2023-01-22,00:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,40,Não,registrado
2023-01-04,22:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,49,Não,em investigação
2023-01-04,04:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,53,Não,registrado
2023-01-12,04:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,57,Não,arquivado
2023-01-31,11:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,42,Não,registrado
2023-01-26,19:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,31,Não,em investigação
2023-01-06,18:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,60,Não,em investigação
2023-01-14,03:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,56,Não,registrado
2023-01-29,04:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,33,Não,em investigação
2023-01-06,07:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,31,Não,registrado
2023-01-13,02:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,58,Não,registrado
2023-01-07,15:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,45,Não,em investigação
2023-01-08,08:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,41,Não,em investigação
2023-01-05,12:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,58,Não,registrado
2023-01-24,06:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,26,Não,registrado
2023-01-25,22:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,28,Não,registrado
2023-01-31,14:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,46,Não,arquivado
2023-01-26,08:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,50,Não,arquivado
2023-01-09,20:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,57,Não,registrado
2023-01-04,07:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,45,Não,em investigação
2023-01-08,11:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,44,Não,registrado
2023-01-15,18:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,26,Não,registrado
2023-01-18,18:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,49,Não,registrado
2023-01-23,03:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,35,Não,registrado
2023-01-02,02:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,38,Não,arquivado
2023-01-26,08:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,46,Não,registrado
2023-01-20,19:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,45,Não,em investigação
2023-01-11,02:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,42,Não,registrado
2023-01-07,02:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,40,Não,registrado
2023-01-15,11:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,47,Não,registrado
2023-01-31,13:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,51,Não,registrado
2023-01-19,19:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,36,Não,registrado
2023-01-26,08:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,60,Não,arquivado
2023-01-30,21:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,58,Não,em investigação
2023-01-16,09:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,33,Não,registrado
2023-01-05,18:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,53,Não,registrado
2023-01-08,22:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,38,Não,registrado
2023-01-22,09:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,27,Não,registrado
2023-01-21,08:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,54,Não,registrado
2023-01-18,17:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,34,Não,registrado
2023-01-29,10:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,58,Não,registrado
2023-01-17,01:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,33,Não,registrado
2023-01-14,20:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,58,Não,arquivado
2023-01-08,06:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,48,Não,em investigação
2023-01-21,02:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,27,Não,arquivado
2023-01-09,18:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,30,Não,arquivado
2023-01-05,05:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,51,Não,em investigação
2023-01-20,17:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,50,Não,em investigação
2023-01-28,14:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,35,Não,registrado
2023-01-02,15:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,38,Não,registrado
2023-01-19,21:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,28,Não,registrado
2023-01-05,13:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,38,Não,em investigação
2023-01-24,00:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,54,Não,registrado
2023-01-31,11:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,45,Não,em investigação
2023-01-05,19:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,37,Não,registrado
2023-01-18,13:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,41,Não,registrado
2023-01-17,14:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,37,Não,arquivado
2023-01-10,12:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,54,Não,registrado
2023-01-17,07:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,44,Não,registrado
2023-01-09,14:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,55,Não,em investigação
2023-01-16,08:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,51,Não,registrado
2023-01-06,20:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,44,Não,registrado
2023-01-25,22:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,28,Não,registrado
2023-01-04,10:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,32,Não,registrado
2023-01-18,08:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,45,Não,em investigação
2023-01-13,21:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,45,Não,em investigação
2023-01-18,05:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,33,Não,registrado
2023-01-11,01:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,47,Não,arquivado
2023-01-14,04:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,42,Não,em investigação
2023-01-06,05:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,60,Não,registrado
2023-01-04,18:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,60,Não,em investigação
2023-01-01,03:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,27,Não,registrado
2023-01-24,19:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,49,Não,registrado
2023-01-16,00:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,58,Não,registrado
2023-01-14,08:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,51,Não,em investigação
2023-01-30,02:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,55,Não,registrado
2023-01-25,22:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,45,Não,arquivado
2023-01-20,18:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,34,Não,em investigação
2023-01-06,21:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,32,Não,registrado
2023-01-11,12:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,49,Não,em investigação
2023-01-26,02:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,38,Não,registrado
2023-01-04,14:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,59,Não,arquivado
2023-01-28,18:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,47,Não,em investigação
2023-01-18,10:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,39,Não,em investigação
2023-01-07,17:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,36,Não,registrado
2023-01-11,13:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,47,Não,em investigação
2023-01-07,02:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,37,Não,registrado
2023-01-27,04:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,54,Não,em investigação
2023-01-17,20:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,45,Não,registrado
2023-01-15,03:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,54,Não,em investigação
2023-01-22,22:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,53,Não,registrado
2023-01-06,20:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,47,Não,em investigação
2023-01-09,03:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,27,Não,registrado
2023-01-02,12:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,41,Não,registrado
2023-01-19,18:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,47,Não,registrado
2023-01-05,23:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,53,Não,em investigação
2023-01-26,09:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,52,Não,em investigação
2023-01-22,08:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,35,Não,em investigação
2023-01-14,18:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,28,Não,registrado
2023-01-11,13:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,43,Não,em investigação
2023-01-01,04:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,29,Não,registrado
2023-01-18,04:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,29,Não,em investigação
2023-01-22,06:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,57,Não,registrado
2023-01-23,08:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,50,Não,em investigação
2023-01-28,06:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,39,Não,registrado
2023-01-10,20:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,35,Não,registrado
2023-01-25,18:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,30,Não,em investigação
2023-01-11,14:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,44,Não,registrado
2023-01-23,08:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,56,Não,em investigação
2023-01-14,16:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,53,Não,registrado
2023-01-21,23:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,54,Não,em investigação
2023-01-26,18:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,39,Não,em investigação
2023-01-27,20:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,49,Não,registrado
2023-01-28,21:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,39,Não,em investigação
2023-01-30,01:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,34,Não,registrado
2023-01-21,16:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,54,Não,em investigação
2023-01-27,04:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,53,Não,em investigação
2023-01-11,23:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,35,Não,em investigação
2023-01-26,10:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,44,Não,em investigação
2023-01-09,00:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,28,Não,registrado
2023-01-23,14:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,37,Não,registrado
2023-01-18,19:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,34,Não,em investigação
2023-01-01,17:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,27,Não,registrado
2023-01-26,16:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,27,Não,em investigação
2023-01-08,01:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,44,Não,registrado
2023-01-13,21:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,50,Não,registrado
2023-01-06,16:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,35,Não,registrado
2023-01-31,03:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,40,Não,em investigação
2023-01-22,23:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,29,Não,registrado
2023-01-08,01:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,31,Não,em investigação
2023-01-24,04:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,50,Não,em investigação
2023-01-18,11:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,35,Não,em investigação
2023-01-02,09:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,26,Não,em investigação
2023-01-23,17:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,35,Não,registrado
2023-01-13,19:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,39,Não,arquivado
2023-01-12,14:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,54,Não,em investigação
2023-01-03,01:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,54,Não,em investigação
2023-01-07,04:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,43,Não,registrado
2023-01-31,22:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,55,Não,registrado
2023-01-31,01:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,54,Não,arquivado
2023-01-23,12:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,46,Não,registrado
2023-01-05,21:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,57,Não,registrado
2023-01-06,21:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,36,Não,em investigação
2023-01-21,00:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,25,Não,em investigação
2023-01-01,17:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,36,Não,em investigação
2023-01-30,04:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,27,Não,arquivado
2023-01-07,09:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,32,Não,em investigação
2023-01-28,09:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,60,Não,em investigação
2023-01-25,05:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,42,Não,em investigação
2023-01-03,13:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,52,Não,registrado
2023-01-13,05:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,55,Não,arquivado
2023-01-08,09:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,50,Não,registrado
2023-01-30,21:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,49,Não,em investigação
2023-01-21,06:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,33,Não,em investigação
2023-01-03,11:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,55,Não,arquivado
2023-01-28,04:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,50,Não,registrado
2023-01-04,10:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,34,Não,registrado
2023-01-24,17:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,29,Não,em investigação
2023-01-19,21:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,31,Não,em investigação
2023-01-10,18:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,43,Não,em investigação
2023-01-12,05:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,58,Não,registrado
2023-01-10,10:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,50,Não,em investigação
2023-01-17,20:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,31,Não,em investigação
2023-01-29,12:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,41,Não,em investigação
2023-01-10,16:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,49,Não,registrado
2023-01-21,18:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,60,Não,registrado
2023-01-12,12:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,56,Não,registrado
2023-01-01,10:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,53,Não,registrado
2023-01-26,08:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,47,Não,em investigação
2023-01-11,04:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,44,Não,em investigação
2023-01-22,17:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,32,Não,arquivado
2023-01-19,14:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,48,Não,em investigação
2023-01-03,22:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,25,Não,em investigação
2023-01-20,18:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,49,Não,registrado
2023-01-02,23:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,30,Não,registrado
2023-01-07,02:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,51,Não,em investigação
2023-01-04,23:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,56,Não,registrado
2023-01-18,02:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,60,Não,em investigação
2023-01-16,07:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,27,Não,em investigação
2023-01-05,19:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,31,Não,em investigação
2023-01-11,03:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,58,Não,em investigação
2023-01-20,22:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,57,Não,em investigação
2023-01-04,23:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,59,Não,registrado
2023-01-18,05:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,42,Não,registrado
2023-01-09,10:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,40,Não,em investigação
2023-01-11,04:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,29,Não,arquivado
2023-01-20,03:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,43,Não,em investigação
2023-01-19,17:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,40,Não,registrado
2023-01-29,14:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,44,Não,em investigação
2023-01-10,01:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,53,Não,registrado
2023-01-06,09:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,41,Não,em investigação
2023-01-15,12:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,60,Não,registrado
2023-01-02,10:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,41,Não,em investigação
2023-01-01,01:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,35,Não,registrado
2023-01-20,21:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,50,Não,em investigação
2023-01-24,23:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,58,Não,registrado
2023-01-18,15:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,51,Não,registrado
2023-01-13,22:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,40,Não,registrado
2023-01-08,18:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,36,Não,em investigação
2023-01-03,00:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,58,Não,registrado
2023-01-01,06:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,31,Não,registrado
2023-01-25,00:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,57,Não,registrado
2023-01-06,14:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,57,Não,arquivado
2023-01-23,00:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,50,Não,em investigação
2023-01-20,19:15,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,54,Não,registrado
2023-01-31,13:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,34,Não,em investigação
2023-01-24,18:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,60,Não,registrado
2023-01-16,02:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,25,Não,arquivado
2023-01-21,21:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,55,Não,arquivado
2023-01-24,19:30,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,50,Não,em investigação
2023-01-20,21:00,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Masculino,52,Não,em investigação
2023-01-18,03:45,Brasília,FURTO EM VEÍCULO,Furto de objeto do interior do veículo.,Feminino,47,Não,arquivado
