data_ocorrencia,hora_ocorrencia,regiao_administrativa,tipo_crime,sexo_vitima,idade_vitima,risco
2023-01-02,06:45,1,3,2,44,1.8115384197042682e-06
2023-01-16,19:00,1,3,2,47,1.8115384197042682e-06
2023-01-27,09:15,1,3,2,35,1.8115384197042682e-06
2023-01-28,09:15,1,3,2,45,1.8115384197042682e-06
2023-01-05,07:00,1,3,1,35,1.8115384197042682e-06
2023-01-29,06:15,1,3,2,28,1.8115384197042682e-06
2023-01-20,22:15,1,3,1,54,1.8115384197042682e-06
2023-01-28,11:30,1,3,2,32,1.8115384197042682e-06
2023-01-11,17:45,1,3,2,26,1.8115384197042682e-06
2023-01-10,05:00,1,3,1,58,1.8115384197042682e-06
2023-01-23,03:45,1,3,1,36,1.8115384197042682e-06
2023-01-15,06:45,1,3,1,44,1.8115384197042682e-06
2023-01-15,03:30,1,3,2,33,1.8115384197042682e-06
2023-01-24,07:30,1,3,1,54,1.8115384197042682e-06
2023-01-06,14:30,1,3,1,57,1.8115384197042682e-06
2023-01-06,20:00,1,3,1,55,1.8115384197042682e-06
2023-01-07,22:45,1,3,1,60,1.8115384197042682e-06
2023-01-07,19:15,1,3,1,56,1.8115384197042682e-06
2023-01-04,08:45,1,3,2,40,1.8115384197042682e-06
2023-01-15,07:15,1,3,2,53,1.8115384197042682e-06
2023-01-24,02:15,1,3,1,27,1.8115384197042682e-06
2023-01-25,11:45,1,3,2,28,1.8115384197042682e-06
2023-01-09,09:45,1,3,1,30,1.8115384197042682e-06
2023-01-17,16:00,1,3,2,46,1.8115384197042682e-06
2023-01-11,08:15,1,3,1,45,1.8115384197042682e-06
2023-01-27,23:45,1,3,2,43,1.8115384197042682e-06
2023-01-07,04:15,1,3,1,50,1.8115384197042682e-06
2023-01-13,20:45,1,3,2,27,1.8115384197042682e-06
2023-01-24,13:15,1,3,2,47,1.8115384197042682e-06
2023-01-02,07:45,1,3,2,41,1.8115384197042682e-06
2023-01-29,00:30,1,3,2,28,1.8115384197042682e-06
2023-01-22,05:15,1,3,1,46,1.8115384197042682e-06
2023-01-07,15:15,1,3,2,42,1.8115384197042682e-06
2023-01-24,10:30,1,3,1,31,1.8115384197042682e-06
2023-01-14,00:30,1,3,2,53,1.8115384197042682e-06
2023-01-06,09:15,1,3,1,25,1.8115384197042682e-06
2023-01-10,08:00,1,3,1,48,1.8115384197042682e-06
2023-01-02,05:00,1,3,1,56,1.8115384197042682e-06
2023-01-12,15:45,1,3,1,55,1.8115384197042682e-06
2023-01-15,05:15,1,3,1,50,1.8115384197042682e-06
2023-01-31,04:15,1,3,1,36,1.8115384197042682e-06
2023-01-02,00:30,1,3,2,47,1.8115384197042682e-06
2023-01-09,08:30,1,3,1,29,1.8115384197042682e-06
2023-01-31,20:15,1,3,1,60,1.8115384197042682e-06
2023-01-28,08:00,1,3,2,40,1.8115384197042682e-06
2023-01-22,07:45,1,3,2,51,1.8115384197042682e-06
2023-01-21,04:30,1,3,2,25,1.8115384197042682e-06
2023-01-07,09:15,1,3,1,55,1.8115384197042682e-06
2023-01-19,04:30,1,3,2,50,1.8115384197042682e-06
2023-01-29,05:30,1,3,1,41,1.8115384197042682e-06
2023-01-26,04:45,1,3,1,42,1.8115384197042682e-06
2023-01-10,10:45,1,3,1,58,1.8115384197042682e-06
2023-01-08,07:15,1,3,2,47,1.8115384197042682e-06
2023-01-14,21:00,1,3,1,60,1.8115384197042682e-06
2023-01-11,09:30,1,3,1,44,1.8115384197042682e-06
2023-01-11,09:00,1,3,2,37,1.8115384197042682e-06
2023-01-06,13:45,1,3,1,25,1.8115384197042682e-06
2023-01-01,10:15,1,3,1,46,1.8115384197042682e-06
2023-01-08,17:00,1,3,1,26,1.8115384197042682e-06
2023-01-23,01:30,1,3,2,48,1.8115384197042682e-06
2023-01-12,11:15,1,3,1,36,1.8115384197042682e-06
2023-01-17,13:15,1,3,2,30,1.8115384197042682e-06
2023-01-19,11:15,1,3,1,58,1.8115384197042682e-06
2023-01-05,10:00,1,3,2,40,1.8115384197042682e-06
2023-01-29,17:00,1,3,2,42,1.8115384197042682e-06
2023-01-16,19:30,1,3,1,32,1.8115384197042682e-06
2023-01-13,03:30,1,3,1,36,1.8115384197042682e-06
2023-01-09,06:45,1,3,1,29,1.8115384197042682e-06
2023-01-09,18:00,1,3,2,38,1.8115384197042682e-06
2023-01-01,11:45,1,3,1,57,1.8115384197042682e-06
2023-01-31,04:00,1,3,1,53,1.8115384197042682e-06
2023-01-07,01:15,1,3,2,53,1.8115384197042682e-06
2023-01-04,00:15,1,3,1,38,1.8115384197042682e-06
2023-01-07,13:00,1,3,1,54,1.8115384197042682e-06
2023-01-30,04:00,1,3,1,44,1.8115384197042682e-06
2023-01-20,10:15,1,3,2,28,1.8115384197042682e-06
2023-01-23,00:30,1,3,1,38,1.8115384197042682e-06
2023-01-02,22:15,1,3,2,51,1.8115384197042682e-06
2023-01-31,14:00,1,3,1,26,1.8115384197042682e-06
2023-01-19,17:00,1,3,2,28,1.8115384197042682e-06
2023-01-06,07:00,1,3,2,34,1.8115384197042682e-06
2023-01-25,05:45,1,3,1,45,1.8115384197042682e-06
2023-01-22,19:00,1,3,1,28,1.8115384197042682e-06
2023-01-07,09:15,1,3,1,35,1.8115384197042682e-06
2023-01-11,10:30,1,3,2,42,1.8115384197042682e-06
2023-01-12,11:15,1,3,2,45,1.8115384197042682e-06
2023-01-12,00:15,1,3,2,49,1.8115384197042682e-06
2023-01-20,03:30,1,3,2,29,1.8115384197042682e-06
2023-01-23,00:00,1,3,2,58,1.8115384197042682e-06
2023-01-15,14:45,1,3,2,41,1.8115384197042682e-06
2023-01-26,18:30,1,3,2,50,1.8115384197042682e-06
2023-01-05,21:00,1,3,2,38,1.8115384197042682e-06
2023-01-13,10:00,1,3,2,49,1.8115384197042682e-06
2023-01-13,04:45,1,3,1,50,1.8115384197042682e-06
2023-01-20,08:45,1,3,1,32,1.8115384197042682e-06
2023-01-31,19:45,1,3,2,26,1.8115384197042682e-06
2023-01-16,13:45,1,3,2,32,1.8115384197042682e-06
2023-01-08,14:15,1,3,1,26,1.8115384197042682e-06
2023-01-29,08:30,1,3,2,30,1.8115384197042682e-06
2023-01-15,05:00,1,3,1,55,1.8115384197042682e-06
2023-01-05,06:15,1,3,2,59,1.8115384197042682e-06
2023-01-12,05:45,1,3,1,37,1.8115384197042682e-06
2023-01-23,17:00,1,3,1,53,1.8115384197042682e-06
2023-01-03,08:45,1,3,1,49,1.8115384197042682e-06
2023-01-20,05:45,1,3,2,35,1.8115384197042682e-06
2023-01-20,08:45,1,3,2,41,1.8115384197042682e-06
2023-01-09,08:15,1,3,1,49,1.8115384197042682e-06
2023-01-07,23:15,1,3,2,31,1.8115384197042682e-06
2023-01-31,15:15,1,3,1,35,1.8115384197042682e-06
2023-01-10,11:30,1,3,2,44,1.8115384197042682e-06
2023-01-30,19:45,1,3,1,33,1.8115384197042682e-06
2023-01-07,19:30,1,3,1,45,1.8115384197042682e-06
2023-01-31,17:45,1,3,2,29,1.8115384197042682e-06
2023-01-17,17:30,1,3,2,46,1.8115384197042682e-06
2023-01-24,04:30,1,3,2,53,1.8115384197042682e-06
2023-01-07,09:00,1,3,1,30,1.8115384197042682e-06
2023-01-01,09:30,1,3,1,53,1.8115384197042682e-06
2023-01-10,11:30,1,3,1,39,1.8115384197042682e-06
2023-01-27,10:15,1,3,1,39,1.8115384197042682e-06
2023-01-16,04:30,1,3,1,57,1.8115384197042682e-06
2023-01-09,03:30,1,3,1,54,1.8115384197042682e-06
2023-01-26,23:45,1,3,1,53,1.8115384197042682e-06
2023-01-19,08:00,1,3,1,52,1.8115384197042682e-06
2023-01-26,16:00,1,3,2,47,1.8115384197042682e-06
2023-01-04,01:15,1,3,2,52,1.8115384197042682e-06
2023-01-04,10:00,1,3,1,45,1.8115384197042682e-06
2023-01-31,01:15,1,3,1,50,1.8115384197042682e-06
2023-01-11,23:45,1,3,2,59,1.8115384197042682e-06
2023-01-25,09:45,1,3,1,54,1.8115384197042682e-06
2023-01-20,08:15,1,3,1,36,1.8115384197042682e-06
2023-01-09,05:30,1,3,1,47,1.8115384197042682e-06
2023-01-15,05:00,1,3,1,50,1.8115384197042682e-06
2023-01-03,13:15,1,3,1,34,1.8115384197042682e-06
2023-01-21,20:00,1,3,2,34,1.8115384197042682e-06
2023-01-31,19:30,1,3,1,41,1.8115384197042682e-06
2023-01-08,19:15,1,3,1,47,1.8115384197042682e-06
2023-01-07,23:00,1,3,2,51,1.8115384197042682e-06
2023-01-31,08:45,1,3,2,25,1.8115384197042682e-06
2023-01-04,15:45,1,3,1,33,1.8115384197042682e-06
2023-01-26,23:00,1,3,2,40,1.8115384197042682e-06
2023-01-31,13:45,1,3,1,41,1.8115384197042682e-06
2023-01-28,09:45,1,3,2,48,1.8115384197042682e-06
2023-01-18,16:30,1,3,2,32,1.8115384197042682e-06
2023-01-31,10:15,1,3,2,60,1.8115384197042682e-06
2023-01-04,23:00,1,3,1,51,1.8115384197042682e-06
2023-01-03,13:15,1,3,1,35,1.8115384197042682e-06
2023-01-24,06:00,1,3,2,30,1.8115384197042682e-06
2023-01-14,17:00,1,3,1,34,1.8115384197042682e-06
2023-01-17,03:00,1,3,1,46,1.8115384197042682e-06
2023-01-30,11:00,1,3,1,46,1.8115384197042682e-06
2023-01-10,22:00,1,3,2,38,1.8115384197042682e-06
2023-01-07,15:30,1,3,2,46,1.8115384197042682e-06
2023-01-24,10:30,1,3,2,59,1.8115384197042682e-06
2023-01-21,15:45,1,3,1,46,1.8115384197042682e-06
2023-01-08,11:15,1,3,2,43,1.8115384197042682e-06
2023-01-31,03:30,1,3,1,39,1.8115384197042682e-06
2023-01-12,04:00,1,3,1,38,1.8115384197042682e-06
2023-01-18,09:30,1,3,1,42,1.8115384197042682e-06
2023-01-20,03:30,1,3,2,45,1.8115384197042682e-06
2023-01-13,17:30,1,3,1,54,1.8115384197042682e-06
2023-01-03,08:30,1,3,1,60,1.8115384197042682e-06
2023-01-28,04:30,1,3,2,29,1.8115384197042682e-06
2023-01-24,09:15,1,3,2,50,1.8115384197042682e-06
2023-01-29,09:00,1,3,1,43,1.8115384197042682e-06
2023-01-01,13:00,1,3,1,39,1.8115384197042682e-06
2023-01-07,13:45,1,3,1,52,1.8115384197042682e-06
2023-01-15,11:45,1,3,1,26,1.8115384197042682e-06
2023-01-25,08:30,1,3,2,28,1.8115384197042682e-06
2023-01-21,20:45,1,3,2,29,1.8115384197042682e-06
2023-01-03,05:00,1,3,2,60,1.8115384197042682e-06
2023-01-05,11:15,1,3,2,26,1.8115384197042682e-06
2023-01-16,09:30,1,3,1,47,1.8115384197042682e-06
2023-01-10,10:15,1,3,2,50,1.8115384197042682e-06
2023-01-02,07:15,1,3,2,48,1.8115384197042682e-06
2023-01-03,21:00,1,3,1,29,1.8115384197042682e-06
2023-01-24,04:30,1,3,1,53,1.8115384197042682e-06
2023-01-30,12:15,1,3,1,55,1.8115384197042682e-06
2023-01-29,16:30,1,3,1,55,1.8115384197042682e-06
2023-01-18,19:45,1,3,1,39,1.8115384197042682e-06
2023-01-14,18:30,1,3,1,33,1.8115384197042682e-06
2023-01-03,04:30,1,3,2,41,1.8115384197042682e-06
2023-01-19,12:45,1,3,1,55,1.8115384197042682e-06
2023-01-16,18:45,1,3,1,44,1.8115384197042682e-06
2023-01-04,05:00,1,3,2,53,1.8115384197042682e-06
2023-01-24,02:30,1,3,2,36,1.8115384197042682e-06
2023-01-29,18:15,1,3,1,29,1.8115384197042682e-06
2023-01-30,03:15,1,3,2,39,1.8115384197042682e-06
2023-01-27,10:45,1,3,1,30,1.8115384197042682e-06
2023-01-14,12:45,1,3,2,45,1.8115384197042682e-06
2023-01-05,07:15,1,3,2,40,1.8115384197042682e-06
2023-01-29,03:15,1,3,2,46,1.8115384197042682e-06
2023-01-30,08:00,1,3,2,60,1.8115384197042682e-06
2023-01-17,13:00,1,3,2,26,1.8115384197042682e-06
2023-01-30,21:00,1,3,2,47,1.8115384197042682e-06
2023-01-11,07:30,1,3,2,59,1.8115384197042682e-06
2023-01-03,18:00,1,3,1,52,1.8115384197042682e-06
2023-01-21,15:30,1,3,1,32,1.8115384197042682e-06
2023-01-20,05:15,1,3,2,44,1.8115384197042682e-06
2023-01-25,15:15,1,3,2,33,1.8115384197042682e-06
2023-01-13,01:30,1,3,1,51,1.8115384197042682e-06
2023-01-02,05:45,1,3,2,42,1.8115384197042682e-06
2023-01-24,05:30,1,3,2,28,1.8115384197042682e-06
2023-01-22,01:45,1,3,1,57,1.8115384197042682e-06
2023-01-01,09:30,1,3,2,55,1.8115384197042682e-06
2023-01-25,05:00,1,3,2,48,1.8115384197042682e-06
2023-01-25,06:15,1,3,1,33,1.8115384197042682e-06
2023-01-19,17:00,1,3,2,26,1.8115384197042682e-06
2023-01-15,10:45,1,3,1,54,1.8115384197042682e-06
2023-01-07,05:00,1,3,1,32,1.8115384197042682e-06
2023-01-21,05:00,1,3,2,36,1.8115384197042682e-06
2023-01-02,11:00,1,3,2,46,1.8115384197042682e-06
2023-01-22,09:45,1,3,2,53,1.8115384197042682e-06
2023-01-03,08:30,1,3,1,38,1.8115384197042682e-06
2023-01-14,16:15,1,3,1,53,1.8115384197042682e-06
2023-01-09,11:00,1,3,1,33,1.8115384197042682e-06
2023-01-12,19:45,1,3,1,32,1.8115384197042682e-06
2023-01-10,22:30,1,3,1,40,1.8115384197042682e-06
2023-01-09,00:45,1,3,1,39,1.8115384197042682e-06
2023-01-22,12:15,1,3,2,25,1.8115384197042682e-06
2023-01-21,22:00,1,3,2,60,1.8115384197042682e-06
2023-01-04,18:15,1,3,2,37,1.8115384197042682e-06
2023-01-31,11:00,1,3,1,39,1.8115384197042682e-06
2023-01-23,11:00,1,3,2,53,1.8115384197042682e-06
2023-01-03,17:45,1,3,1,49,1.8115384197042682e-06
2023-01-09,10:45,1,3,2,56,1.8115384197042682e-06
2023-01-06,15:15,1,3,1,55,1.8115384197042682e-06
2023-01-20,05:30,1,3,1,45,1.8115384197042682e-06
2023-01-22,02:45,1,3,1,43,1.8115384197042682e-06
2023-01-11,01:00,1,3,1,54,1.8115384197042682e-06
2023-01-07,00:15,1,3,2,35,1.8115384197042682e-06
2023-01-11,21:00,1,3,1,46,1.8115384197042682e-06
2023-01-05,15:15,1,3,1,34,1.8115384197042682e-06
2023-01-24,18:00,1,3,1,51,1.8115384197042682e-06
2023-01-19,09:15,1,3,1,43,1.8115384197042682e-06
2023-01-06,00:30,1,3,2,47,1.8115384197042682e-06
2023-01-27,06:00,1,3,1,48,1.8115384197042682e-06
2023-01-16,15:45,1,3,2,32,1.8115384197042682e-06
2023-01-28,03:15,1,3,2,54,1.8115384197042682e-06
2023-01-19,04:00,1,3,1,27,1.8115384197042682e-06
2023-01-15,01:00,1,3,2,56,1.8115384197042682e-06
2023-01-13,19:45,1,3,2,56,1.8115384197042682e-06
2023-01-28,12:30,1,3,1,36,1.8115384197042682e-06
2023-01-17,20:00,1,3,2,52,1.8115384197042682e-06
2023-01-16,04:45,1,3,1,32,1.8115384197042682e-06
2023-01-07,12:15,1,3,1,59,1.8115384197042682e-06
2023-01-29,06:15,1,3,1,52,1.8115384197042682e-06
2023-01-31,01:30,1,3,2,27,1.8115384197042682e-06
2023-01-01,01:30,1,3,1,41,1.8115384197042682e-06
2023-01-30,22:30,1,3,2,35,1.8115384197042682e-06
2023-01-05,18:15,1,3,1,37,1.8115384197042682e-06
2023-01-19,01:30,1,3,1,42,1.8115384197042682e-06
2023-01-20,03:30,1,3,2,33,1.8115384197042682e-06
2023-01-29,12:30,1,3,2,53,1.8115384197042682e-06
2023-01-29,00:30,1,3,2,48,1.8115384197042682e-06
2023-01-28,15:00,1,3,1,53,1.8115384197042682e-06
2023-01-28,12:45,1,3,2,54,1.8115384197042682e-06
2023-01-10,09:00,1,3,1,56,1.8115384197042682e-06
2023-01-06,07:00,1,3,2,28,1.8115384197042682e-06
2023-01-28,23:00,1,3,2,41,1.8115384197042682e-06
2023-01-18,09:15,1,3,1,26,1.8115384197042682e-06
2023-01-29,14:30,1,3,1,33,1.8115384197042682e-06
2023-01-01,18:15,1,3,2,32,1.8115384197042682e-06
2023-01-30,19:00,1,3,1,45,1.8115384197042682e-06
2023-01-19,15:30,1,3,1,58,1.8115384197042682e-06
2023-01-15,13:45,1,3,1,32,1.8115384197042682e-06
2023-01-16,20:00,1,3,1,50,1.8115384197042682e-06
2023-01-31,04:00,1,3,1,41,1.8115384197042682e-06
2023-01-23,01:15,1,3,1,49,1.8115384197042682e-06
2023-01-11,11:45,1,3,2,54,1.8115384197042682e-06
2023-01-10,20:45,1,3,2,47,1.8115384197042682e-06
2023-01-30,06:15,1,3,1,43,1.8115384197042682e-06
2023-01-24,01:45,1,3,1,33,1.8115384197042682e-06
2023-01-05,10:45,1,3,1,32,1.8115384197042682e-06
2023-01-06,11:30,1,3,2,35,1.8115384197042682e-06
2023-01-09,09:15,1,3,1,52,1.8115384197042682e-06
2023-01-18,06:15,1,3,2,58,1.8115384197042682e-06
2023-01-04,22:30,1,3,2,27,1.8115384197042682e-06
2023-01-27,09:30,1,3,1,39,1.8115384197042682e-06
2023-01-26,06:15,1,3,2,27,1.8115384197042682e-06
2023-01-27,18:45,1,3,1,49,1.8115384197042682e-06
2023-01-29,08:30,1,3,1,28,1.8115384197042682e-06
2023-01-19,11:45,1,3,2,57,1.8115384197042682e-06
2023-01-12,14:15,1,3,2,31,1.8115384197042682e-06
2023-01-27,17:30,1,3,1,34,1.8115384197042682e-06
2023-01-10,05:30,1,3,1,51,1.8115384197042682e-06
2023-01-24,22:15,1,3,1,53,1.8115384197042682e-06
2023-01-04,17:30,1,3,1,42,1.8115384197042682e-06
2023-01-05,08:00,1,3,1,36,1.8115384197042682e-06
2023-01-25,05:00,1,3,2,29,1.8115384197042682e-06
2023-01-15,15:00,1,3,2,55,1.8115384197042682e-06
2023-01-15,18:00,1,3,1,58,1.8115384197042682e-06
2023-01-22,17:45,1,3,1,49,1.8115384197042682e-06
2023-01-21,08:15,1,3,2,57,1.8115384197042682e-06
2023-01-21,15:45,1,3,2,33,1.8115384197042682e-06
2023-01-09,06:00,1,3,2,35,1.8115384197042682e-06
2023-01-04,20:00,1,3,1,60,1.8115384197042682e-06
2023-01-16,03:45,1,3,2,50,1.8115384197042682e-06
2023-01-01,21:00,1,3,1,35,1.8115384197042682e-06
2023-01-29,06:15,1,3,2,54,1.8115384197042682e-06
2023-01-25,03:30,1,3,1,42,1.8115384197042682e-06
2023-01-17,23:15,1,3,2,58,1.8115384197042682e-06
2023-01-11,14:45,1,3,2,56,1.8115384197042682e-06
2023-01-11,11:30,1,3,1,58,1.8115384197042682e-06
2023-01-27,07:45,1,3,2,50,1.8115384197042682e-06
2023-01-27,02:00,1,3,1,30,1.8115384197042682e-06
2023-01-06,18:00,1,3,1,30,1.8115384197042682e-06
2023-01-04,16:30,1,3,2,47,1.8115384197042682e-06
2023-01-28,09:15,1,3,2,25,1.8115384197042682e-06
2023-01-04,02:45,1,3,2,31,1.8115384197042682e-06
2023-01-09,23:00,1,3,1,60,1.8115384197042682e-06
2023-01-26,20:45,1,3,2,54,1.8115384197042682e-06
2023-01-10,23:00,1,3,2,52,1.8115384197042682e-06
2023-01-15,03:45,1,3,1,58,1.8115384197042682e-06
2023-01-21,10:30,1,3,1,35,1.8115384197042682e-06
2023-01-02,22:45,1,3,2,46,1.8115384197042682e-06
2023-01-24,07:00,1,3,1,51,1.8115384197042682e-06
2023-01-26,05:15,1,3,2,46,1.8115384197042682e-06
2023-01-19,21:15,1,3,2,37,1.8115384197042682e-06
2023-01-25,17:45,1,3,2,26,1.8115384197042682e-06
2023-01-15,14:45,1,3,2,25,1.8115384197042682e-06
2023-01-24,10:00,1,3,2,39,1.8115384197042682e-06
2023-01-21,06:30,1,3,2,26,1.8115384197042682e-06
2023-01-06,14:30,1,3,1,58,1.8115384197042682e-06
2023-01-15,04:30,1,3,1,52,1.8115384197042682e-06
2023-01-30,13:45,1,3,2,49,1.8115384197042682e-06
2023-01-18,02:30,1,3,2,44,1.8115384197042682e-06
2023-01-26,01:00,1,3,2,55,1.8115384197042682e-06
2023-01-18,16:15,1,3,1,52,1.8115384197042682e-06
2023-01-15,21:15,1,3,1,26,1.8115384197042682e-06
2023-01-26,05:00,1,3,2,35,1.8115384197042682e-06
2023-01-25,01:30,1,3,1,29,1.8115384197042682e-06
2023-01-10,01:30,1,3,2,25,1.8115384197042682e-06
2023-01-30,02:15,1,3,2,36,1.8115384197042682e-06
2023-01-30,14:45,1,3,1,39,1.8115384197042682e-06
2023-01-17,07:30,1,3,2,47,1.8115384197042682e-06
2023-01-23,19:00,1,3,1,33,1.8115384197042682e-06
2023-01-23,07:30,1,3,2,28,1.8115384197042682e-06
2023-01-02,18:15,1,3,2,58,1.8115384197042682e-06
2023-01-19,18:30,1,3,1,51,1.8115384197042682e-06
2023-01-11,08:45,1,3,2,43,1.8115384197042682e-06
2023-01-01,17:00,1,3,1,34,1.8115384197042682e-06
2023-01-10,08:45,1,3,1,27,1.8115384197042682e-06
2023-01-01,19:45,1,3,1,34,1.8115384197042682e-06
2023-01-20,11:30,1,3,2,36,1.8115384197042682e-06
2023-01-22,17:45,1,3,2,30,1.8115384197042682e-06
2023-01-25,11:45,1,3,1,58,1.8115384197042682e-06
2023-01-18,04:45,1,3,1,41,1.8115384197042682e-06
2023-01-30,16:00,1,3,2,55,1.8115384197042682e-06
2023-01-13,20:15,1,3,2,42,1.8115384197042682e-06
2023-01-21,19:45,1,3,2,50,1.8115384197042682e-06
2023-01-01,06:00,1,3,1,38,1.8115384197042682e-06
2023-01-04,05:15,1,3,1,37,1.8115384197042682e-06
2023-01-24,14:45,1,3,2,42,1.8115384197042682e-06
2023-01-04,10:30,1,3,2,36,1.8115384197042682e-06
2023-01-24,09:00,1,3,2,25,1.8115384197042682e-06
2023-01-26,18:00,1,3,1,34,1.8115384197042682e-06
2023-01-13,22:00,1,3,1,26,1.8115384197042682e-06
2023-01-03,10:00,1,3,2,35,1.8115384197042682e-06
2023-01-13,00:30,1,3,2,56,1.8115384197042682e-06
2023-01-08,01:30,1,3,1,39,1.8115384197042682e-06
2023-01-18,17:15,1,3,1,49,1.8115384197042682e-06
2023-01-17,20:00,1,3,2,39,1.8115384197042682e-06
2023-01-01,10:30,1,3,2,31,1.8115384197042682e-06
2023-01-15,21:45,1,3,2,45,1.8115384197042682e-06
2023-01-09,03:45,1,3,2,37,1.8115384197042682e-06
2023-01-31,15:15,1,3,1,50,1.8115384197042682e-06
2023-01-16,23:00,1,3,2,58,1.8115384197042682e-06
2023-01-10,12:30,1,3,1,45,1.8115384197042682e-06
2023-01-17,15:45,1,3,1,60,1.8115384197042682e-06
2023-01-09,06:00,1,3,2,56,1.8115384197042682e-06
2023-01-14,02:45,1,3,1,39,1.8115384197042682e-06
2023-01-16,10:15,1,3,1,34,1.8115384197042682e-06
2023-01-21,21:30,1,3,1,26,1.8115384197042682e-06
2023-01-15,21:15,1,3,1,28,1.8115384197042682e-06
2023-01-05,08:30,1,3,1,36,1.8115384197042682e-06
2023-01-09,04:00,1,3,2,28,1.8115384197042682e-06
2023-01-23,18:45,1,3,1,51,1.8115384197042682e-06
2023-01-12,05:30,1,3,2,47,1.8115384197042682e-06
2023-01-12,09:30,1,3,1,31,1.8115384197042682e-06
2023-01-10,10:15,1,3,2,30,1.8115384197042682e-06
2023-01-03,22:00,1,3,1,40,1.8115384197042682e-06
2023-01-15,17:15,1,3,2,44,1.8115384197042682e-06
2023-01-11,14:30,1,3,1,32,1.8115384197042682e-06
2023-01-21,13:45,1,3,1,37,1.8115384197042682e-06
2023-01-04,19:15,1,3,1,48,1.8115384197042682e-06
2023-01-19,15:15,1,3,2,38,1.8115384197042682e-06
2023-01-15,20:00,1,3,2,43,1.8115384197042682e-06
2023-01-28,08:15,1,3,2,56,1.8115384197042682e-06
2023-01-31,02:00,1,3,1,51,1.8115384197042682e-06
2023-01-12,22:15,1,3,1,26,1.8115384197042682e-06
2023-01-28,08:30,1,3,1,27,1.8115384197042682e-06
2023-01-22,23:45,1,3,2,32,1.8115384197042682e-06
2023-01-24,05:30,1,3,2,29,1.8115384197042682e-06
2023-01-09,14:00,1,3,1,53,1.8115384197042682e-06
2023-01-26,18:00,1,3,2,59,1.8115384197042682e-06
2023-01-09,12:15,1,3,2,56,1.8115384197042682e-06
2023-01-07,14:15,1,3,2,43,1.8115384197042682e-06
2023-01-09,14:45,1,3,2,49,1.8115384197042682e-06
2023-01-31,03:00,1,3,2,57,1.8115384197042682e-06
2023-01-09,12:15,1,3,2,53,1.8115384197042682e-06
2023-01-10,16:15,1,3,2,57,1.8115384197042682e-06
2023-01-28,07:15,1,3,2,35,1.8115384197042682e-06
2023-01-23,02:15,1,3,2,32,1.8115384197042682e-06
2023-01-29,14:30,1,3,2,56,1.8115384197042682e-06
2023-01-24,09:30,1,4,2,22,1.8115384197042682e-06
2023-01-14,14:30,1,4,2,53,1.8115384197042682e-06
2023-01-17,14:00,1,4,1,63,1.8115384197042682e-06
2023-01-04,10:15,1,4,2,34,1.8115384197042682e-06
2023-01-01,03:30,1,4,1,58,1.8115384197042682e-06
2023-01-08,02:30,1,4,1,34,1.8115384197042682e-06
2023-01-22,18:15,1,4,2,45,1.8115384197042682e-06
2023-01-04,14:15,1,4,2,52,1.8115384197042682e-06
2023-01-27,13:30,1,4,1,59,1.8115384197042682e-06
2023-01-17,21:45,1,4,1,35,1.8115384197042682e-06
2023-01-07,08:30,1,4,2,24,1.8115384197042682e-06
2023-01-17,02:00,1,4,1,58,1.8115384197042682e-06
2023-01-29,20:30,1,4,2,26,1.8115384197042682e-06
2023-01-11,11:00,1,4,1,21,1.8115384197042682e-06
2023-01-13,01:45,1,4,2,17,1.8115384197042682e-06
2023-01-18,08:45,1,4,1,39,1.8115384197042682e-06
2023-01-26,22:15,1,4,1,31,1.8115384197042682e-06
2023-01-05,22:15,1,4,1,65,1.8115384197042682e-06
2023-01-04,19:15,1,4,1,43,1.8115384197042682e-06
2023-01-12,23:00,1,4,1,66,1.8115384197042682e-06
2023-01-06,00:15,1,4,2,22,1.8115384197042682e-06
2023-01-24,05:00,1,4,1,43,1.8115384197042682e-06
2023-01-20,03:15,1,4,1,59,1.8115384197042682e-06
2023-01-08,17:15,1,4,2,44,1.8115384197042682e-06
2023-01-05,05:45,1,4,1,56,1.8115384197042682e-06
2023-01-02,01:45,1,4,2,63,1.8115384197042682e-06
2023-01-31,04:30,1,4,2,26,1.8115384197042682e-06
2023-01-05,22:45,1,4,1,22,1.8115384197042682e-06
2023-01-20,16:15,1,4,2,68,1.8115384197042682e-06
2023-01-27,17:30,1,4,2,26,1.8115384197042682e-06
2023-01-17,06:15,1,4,2,52,1.8115384197042682e-06
2023-01-19,01:15,1,4,1,30,1.8115384197042682e-06
2023-01-16,20:45,1,4,2,57,1.8115384197042682e-06
2023-01-22,10:15,1,4,1,58,1.8115384197042682e-06
2023-01-22,07:30,1,4,1,41,1.8115384197042682e-06
2023-01-06,18:45,1,4,1,41,1.8115384197042682e-06
2023-01-05,05:00,1,4,1,27,1.8115384197042682e-06
2023-01-27,18:00,1,4,2,69,1.8115384197042682e-06
2023-01-01,13:45,1,4,2,40,1.8115384197042682e-06
2023-01-01,04:30,1,4,1,31,1.8115384197042682e-06
2023-01-04,19:30,1,4,1,64,1.8115384197042682e-06
2023-01-28,06:45,1,4,2,63,1.8115384197042682e-06
2023-01-06,13:45,1,4,2,56,1.8115384197042682e-06
2023-01-15,20:30,1,4,2,34,1.8115384197042682e-06
2023-01-29,21:30,1,4,1,31,1.8115384197042682e-06
